Source_Mol,Target_Mol
N#Cc1c(NC(c2nc3c(Cl)cc(F)cc3c(=O)n2-c2cc[nH]n2)C2CC2)nc(N)nc1C(F)F,Cc1nc(NC(=O)C(N)CO)sc1-c1cnc(Cl)c(NS(=O)(=O)c2ccccc2)c1
N#Cc1c(NC(c2nc3c(Cl)cc(F)cc3c(=O)n2-c2cc[nH]n2)C2CC2)nc(N)nc1C(F)F,CC(c1cc(C(=O)N2CCCC2)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1
N#Cc1c(NC(c2nc3c(Cl)cc(F)cc3c(=O)n2-c2cc[nH]n2)C2CC2)nc(N)nc1C(F)F,Cc1c(Cc2cnn3c(O)cc(N4CCOCC4)nc23)cccc1C(F)(F)F
N#Cc1c(NC(c2nc3c(Cl)cc(F)cc3c(=O)n2-c2cc[nH]n2)C2CC2)nc(N)nc1C(F)F,COc1ncc(C2=CCOCC2)cc1NS(=O)(=O)c1cn(Cc2ccccc2)c(C)n1
N#Cc1c(NC(c2nc3c(Cl)cc(F)cc3c(=O)n2-c2cc[nH]n2)C2CC2)nc(N)nc1C(F)F,CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC5CC5)c4n3)cc(S(=O)(=O)C(C)C)c2C1=O
N#Cc1c(NC(c2nc3c(Cl)cc(F)cc3c(=O)n2-c2cc[nH]n2)C2CC2)nc(N)nc1C(F)F,CN(C1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1)S(C)(=O)=O
N#Cc1c(NC(c2nc3c(Cl)cc(F)cc3c(=O)n2-c2cc[nH]n2)C2CC2)nc(N)nc1C(F)F,N#Cc1c(N)ncnc1N1CCCC1c1nc2cccc(F)c2c(=O)n1Cc1ccccc1
N#Cc1c(NC(c2nc3c(Cl)cc(F)cc3c(=O)n2-c2cc[nH]n2)C2CC2)nc(N)nc1C(F)F,COCC(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1
N#Cc1c(NC(c2nc3c(Cl)cc(F)cc3c(=O)n2-c2cc[nH]n2)C2CC2)nc(N)nc1C(F)F,COCC(=O)NC1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1
N#Cc1c(NC(c2nc3c(Cl)cc(F)cc3c(=O)n2-c2cc[nH]n2)C2CC2)nc(N)nc1C(F)F,C=CC(=O)Nc1cccc(-n2c(=O)ccc3oc4ccc(-c5cccnc5)cc4c32)c1
N#Cc1c(NC(c2nc3c(Cl)cc(F)cc3c(=O)n2-c2cc[nH]n2)C2CC2)nc(N)nc1C(F)F,CN(C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1)S(C)(=O)=O
N#Cc1c(NC(c2nc3c(Cl)cc(F)cc3c(=O)n2-c2cc[nH]n2)C2CC2)nc(N)nc1C(F)F,Nc1nc2cc(-c3nn(CC4CCCC4)c4ncnc(N)c34)ccc2o1
N#Cc1c(NC(c2nc3c(Cl)cc(F)cc3c(=O)n2-c2cc[nH]n2)C2CC2)nc(N)nc1C(F)F,Cc1nc(NC(=O)C(N)C(C)C)sc1-c1cnc(Cl)c(NS(=O)(=O)c2ccccc2Cl)c1
